"Country or Territory";"Station Name";"WMO Station Number";"National Station Id Number";"Period";"Element-Statistic Qualifier Code";"Statistic Description";"Unit";"Jan";"Jan Footnotes";"Feb";"Feb Footnotes";"Mar";"Mar Footnotes";"Apr";"Apr Footnotes";"May";"May Footnotes";"Jun";"Jun Footnotes";"Jul";"Jul Footnotes";"Aug";"Aug Footnotes";"Sep";"Sep Footnotes";"Oct";"Oct Footnotes";"Nov";"Nov Footnotes";"Dec";"Dec Footnotes";"Annual";"Annual Footnotes";"Annual NCDC Computed Value";"Annual NCDC Computed Value Footnotes"
"UNITED STATES OF AMERICA";"COLUMBIA/REGIONAL ARPT MO";"72445";"00231791";"1961-1990";"";"Percent of Possible";"*";"53.0";"";"51.0";"";"52.0";"";"57.0";"";"60.0";"";"66.0";"";"69.0";"";"68.0";"";"61.0";"";"61.0";"";"50.0";"";"48.0";"";"59.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"KANSAS CITY/INTL ARPT MO";"72446";"00234358";"1961-1990";"";"Percent of Possible";"*";"61.0";"";"58.0";"";"60.0";"";"65.0";"";"64.0";"";"68.0";"";"73.0";"";"69.0";"";"64.0";"";"62.0";"";"52.0";"";"50.0";"";"63.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"WICHITA/MID-CONTINENT ARPT KS";"72450";"00148830";"1961-1990";"";"Percent of Possible";"*";"62.0";"";"62.0";"";"62.0";"";"65.0";"";"66.0";"";"69.0";"";"76.0";"";"73.0";"";"66.0";"";"65.0";"";"56.0";"";"57.0";"";"66.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"DODGE CITY/MUNICIPAL, KS";"72451";"00142164";"1961-1990";"";"Percent of Possible";"*";"67.0";"";"67.0";"";"65.0";"";"68.0";"";"68.0";"";"75.0";"";"80.0";"";"76.0";"";"72.0";"";"71.0";"";"63.0";"";"63.0";"";"70.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"TOPEKA/MUNICIPAL ARPT KS";"72456";"00148167";"1961-1990";"";"Percent of Possible";"*";"59.0";"";"56.0";"";"57.0";"";"58.0";"";"60.0";"";"66.0";"";"72.0";"";"69.0";"";"63.0";"";"61.0";"";"52.0";"";"51.0";"";"61.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"CONCORDIA/BLOSSER MUNI AP KS";"72458";"00141767";"1961-1990";"";"Percent of Possible";"*";"65.0";"";"63.0";"";"62.0";"";"67.0";"";"68.0";"";"76.0";"";"78.0";"";"76.0";"";"70.0";"";"69.0";"";"59.0";"";"57.0";"";"68.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"PUEBLO/MEMORIAL AP, CO";"72464";"00056740";"1961-1990";"";"Percent of Possible";"*";"76.0";"";"75.0";"";"77.0";"";"80.0";"";"78.0";"";"81.0";"";"80.0";"";"80.0";"";"80.0";"";"79.0";"";"72.0";"";"71.0";"";"78.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"DENVER/STAPLETON INT'L AP CO";"72469";"00052220";"1961-1990";"";"Percent of Possible";"*";"72.0";"";"70.0";"";"69.0";"";"69.0";"";"65.0";"";"70.0";"";"71.0";"";"72.0";"";"73.0";"";"72.0";"";"65.0";"";"67.0";"";"70.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"GRAND JUNCTION/WALKER FIELD CO";"72476";"00053488";"1961-1990";"";"Percent of Possible";"*";"63.0";"";"68.0";"";"65.0";"";"70.0";"";"74.0";"";"81.0";"";"79.0";"";"78.0";"";"78.0";"";"74.0";"";"62.0";"";"61.0";"";"72.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"SACRAMENTO/EXECUTIVE ARPT CA";"72483";"00047630";"1961-1990";"";"Percent of Possible";"*";"48.0";"";"67.0";"";"75.0";"";"83.0";"";"92.0";"";"94.0";"";"98.0";"";"96.0";"";"93.0";"";"86.0";"";"64.0";"";"48.0";"";"81.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"ELY/YELLAND, NV";"72486";"00262631";"1961-1990";"";"Percent of Possible";"*";"71.0";"";"70.0";"";"71.0";"";"72.0";"";"74.0";"";"81.0";"";"81.0";"";"79.0";"";"83.0";"";"77.0";"";"66.0";"";"68.0";"";"75.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"RENO/INTL, NV";"72488";"00266779";"1961-1990";"";"Percent of Possible";"*";"65.0";"";"68.0";"";"78.0";"";"83.0";"";"84.0";"";"88.0";"";"93.0";"";"92.0";"";"92.0";"";"85.0";"";"70.0";"";"64.0";"";"82.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"PROVIDENCE/GREEN STATE, RI";"72507";"00376698";"1961-1990";"";"Percent of Possible";"*";"58.0";"";"58.0";"";"58.0";"";"56.0";"";"57.0";"";"60.0";"";"63.0";"";"61.0";"";"62.0";"";"61.0";"";"50.0";"";"52.0";"";"58.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"HARTFORD/BRADLEY INT'L ARPT CT";"72508";"00063456";"1961-1990";"";"Percent of Possible";"*";"58.0";"";"59.0";"";"58.0";"";"57.0";"";"57.0";"";"60.0";"";"64.0";"";"63.0";"";"60.0";"";"58.0";"";"47.0";"";"49.0";"";"58.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"BOSTON/LOGAN INT'L AIRPORT, MA";"72509";"00190770";"1961-1990";"";"Percent of Possible";"*";"56.0";"";"57.0";"";"58.0";"";"57.0";"";"59.0";"";"63.0";"";"65.0";"";"64.0";"";"63.0";"";"60.0";"";"49.0";"";"50.0";"";"59.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"WILKES-BARRE-SCRANTON, PA";"72513";"00369705";"1961-1990";"";"Percent of Possible";"*";"44.0";"";"48.0";"";"50.0";"";"53.0";"";"55.0";"";"60.0";"";"62.0";"";"60.0";"";"54.0";"";"50.0";"";"35.0";"";"33.0";"";"52.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"BINGHAMTON/EDWIN A LINK FIELD,NY";"72515";"00300687";"1961-1990";"";"Percent of Possible";"*";"38.0";"";"43.0";"";"47.0";"";"51.0";"";"56.0";"";"60.0";"";"64.0";"";"60.0";"";"54.0";"";"47.0";"";"32.0";"";"28.0";"";"50.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"ALBANY/ALBANY COUNTY, NY";"72518";"00300042";"1961-1990";"";"Percent of Possible";"*";"48.0";"";"54.0";"";"54.0";"";"54.0";"";"55.0";"";"57.0";"";"62.0";"";"59.0";"";"56.0";"";"49.0";"";"34.0";"";"38.0";"";"53.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"SYRACUSE/HANCOCK INT'L ARPT NY";"72519";"00308383";"1961-1990";"";"Percent of Possible";"*";"35.0";"";"40.0";"";"47.0";"";"51.0";"";"53.0";"";"57.0";"";"62.0";"";"57.0";"";"51.0";"";"42.0";"";"26.0";"";"25.0";"";"48.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"PITTSBURGH/GR PITTSBURGH INTL,PA";"72520";"00366993";"1961-1990";"";"Percent of Possible";"*";"31.0";"";"36.0";"";"42.0";"";"46.0";"";"49.0";"";"54.0";"";"56.0";"";"54.0";"";"53.0";"";"48.0";"";"33.0";"";"26.0";"";"45.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"CLEVELAND/HOPKINS INTL AP, OH";"72524";"00331657";"1961-1990";"";"Percent of Possible";"*";"34.0";"";"41.0";"";"45.0";"";"54.0";"";"59.0";"";"65.0";"";"67.0";"";"61.0";"";"59.0";"";"49.0";"";"30.0";"";"24.0";"";"51.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"BUFFALO/GREATER BUFFALO, NY";"72528";"00301012";"1961-1990";"";"Percent of Possible";"*";"31.0";"";"37.0";"";"44.0";"";"51.0";"";"57.0";"";"63.0";"";"66.0";"";"62.0";"";"55.0";"";"47.0";"";"29.0";"";"25.0";"";"49.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"ROCHESTER/ROCHESTER-MONROE CO,NY";"72529";"00307167";"1961-1990";"";"Percent of Possible";"*";"37.0";"";"40.0";"";"48.0";"";"54.0";"";"59.0";"";"65.0";"";"68.0";"";"63.0";"";"57.0";"";"45.0";"";"28.0";"";"28.0";"";"52.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"CHICAGO/0'HARE, IL";"72530";"00111549";"1961-1990";"";"Percent of Possible";"*";"46.0";"";"46.0";"";"51.0";"";"54.0";"";"62.0";"";"68.0";"";"69.0";"";"66.0";"";"60.0";"";"56.0";"";"38.0";"";"37.0";"";"56.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"PEORIA/GREATER PEORIA ARPT IL";"72532";"00116711";"1961-1990";"";"Percent of Possible";"*";"49.0";"";"52.0";"";"51.0";"";"56.0";"";"61.0";"";"68.0";"";"68.0";"";"66.0";"";"62.0";"";"59.0";"";"43.0";"";"41.0";"";"58.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"FORT WAYNE/MUNICIPAL, IN";"72533";"00123037";"1961-1990";"";"Percent of Possible";"*";"50.0";"";"53.0";"";"56.0";"";"63.0";"";"69.0";"";"75.0";"";"76.0";"";"75.0";"";"69.0";"";"60.0";"";"42.0";"";"38.0";"";"62.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"TOLEDO/EXPRESS, OH";"72536";"00338357";"1961-1990";"";"Percent of Possible";"*";"43.0";"";"48.0";"";"50.0";"";"53.0";"";"59.0";"";"63.0";"";"65.0";"";"62.0";"";"59.0";"";"52.0";"";"36.0";"";"32.0";"";"53.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"DETROIT/METROPOLITAN ARPT MI";"72537";"00202103";"1961-1990";"";"Percent of Possible";"*";"41.0";"";"47.0";"";"50.0";"";"54.0";"";"61.0";"";"66.0";"";"69.0";"";"66.0";"";"61.0";"";"51.0";"";"36.0";"";"31.0";"";"55.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"LANSING/CAPITAL CITY AP, MI";"72539";"00204641";"1961-1990";"";"Percent of Possible";"*";"40.0";"";"47.0";"";"51.0";"";"54.0";"";"61.0";"";"65.0";"";"69.0";"";"65.0";"";"58.0";"";"48.0";"";"32.0";"";"29.0";"";"54.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"MOLINE/QUAD CITY, IL";"72544";"00115751";"1961-1990";"";"Percent of Possible";"*";"50.0";"";"52.0";"";"49.0";"";"53.0";"";"57.0";"";"63.0";"";"66.0";"";"63.0";"";"59.0";"";"56.0";"";"41.0";"";"40.0";"";"55.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"DES MOINES/MUNICIPAL, IA";"72546";"00132203";"1961-1990";"";"Percent of Possible";"*";"53.0";"";"55.0";"";"56.0";"";"56.0";"";"61.0";"";"69.0";"";"73.0";"";"70.0";"";"64.0";"";"61.0";"";"47.0";"";"45.0";"";"60.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"LINCOLN/MUNICIPAL ARPT NE";"72551";"00254795";"1961-1990";"";"Percent of Possible";"*";"59.0";"";"56.0";"";"57.0";"";"59.0";"";"61.0";"";"70.0";"";"72.0";"";"69.0";"";"63.0";"";"63.0";"";"52.0";"";"51.0";"";"62.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"OMAHA/NORTH, NE";"72553";"00256260";"1961-1990";"";"Percent of Possible";"*";"56.0";"";"53.0";"";"56.0";"";"58.0";"";"62.0";"";"69.0";"";"72.0";"";"69.0";"";"66.0";"";"63.0";"";"50.0";"";"47.0";"";"61.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"SIOUX CITY/MUNICIPAL, IA";"72557";"00137708";"1961-1990";"";"Percent of Possible";"*";"58.0";"";"56.0";"";"57.0";"";"58.0";"";"60.0";"";"68.0";"";"71.0";"";"68.0";"";"63.0";"";"61.0";"";"50.0";"";"49.0";"";"61.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"NORTH PLATTE/LEE BIRD FLD NE";"72562";"00256065";"1961-1990";"";"Percent of Possible";"*";"62.0";"";"60.0";"";"61.0";"";"64.0";"";"65.0";"";"71.0";"";"77.0";"";"75.0";"";"69.0";"";"69.0";"";"59.0";"";"59.0";"";"67.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"CHEYENNE WSFO, WY";"72564";"00481675";"1961-1990";"";"Percent of Possible";"*";"64.0";"";"68.0";"";"68.0";"";"68.0";"";"65.0";"";"67.0";"";"69.0";"";"70.0";"";"70.0";"";"69.0";"";"60.0";"";"61.0";"";"67.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"VALENTINE/WSO AP NE";"72567";"00258760";"1961-1987";"";"Percent of Possible";"*";"62.0";"";"62.0";"";"58.0";"";"60.0";"";"63.0";"";"69.0";"";"75.0";"";"75.0";"";"70.0";"";"68.0";"";"60.0";"";"58.0";"";"66.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"SALT LAKE CITY/INTL, UT";"72572";"00427598";"1961-1990";"";"Percent of Possible";"*";"43.0";"";"55.0";"";"65.0";"";"67.0";"";"72.0";"";"80.0";"";"83.0";"";"83.0";"";"81.0";"";"72.0";"";"50.0";"";"39.0";"";"68.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"LANDER/HUNT, WY";"72576";"00485390";"1961-1990";"";"Percent of Possible";"*";"66.0";"";"68.0";"";"70.0";"";"67.0";"";"65.0";"";"72.0";"";"75.0";"";"76.0";"";"73.0";"";"68.0";"";"59.0";"";"62.0";"";"69.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"POCATELLO/MUNICIPAL ARPT ID";"72578";"00107211";"1961-1990";"";"Percent of Possible";"*";"42.0";"";"54.0";"";"62.0";"";"65.0";"";"67.0";"";"74.0";"";"82.0";"";"80.0";"";"78.0";"";"70.0";"";"45.0";"";"40.0";"";"66.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"WINNEMUCCA/MUNICIPAL, NV";"72583";"00269171";"1961-1990";"";"Percent of Possible";"*";"54.0";"";"59.0";"";"62.0";"";"66.0";"";"74.0";"";"77.0";"";"87.0";"";"84.0";"";"82.0";"";"75.0";"";"51.0";"";"52.0";"";"70.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"RED BLUFF/FSS CA";"72591";"00047292";"1961-1986";"";"Percent of Possible";"*";"55.0";"";"65.0";"";"72.0";"";"83.0";"";"89.0";"";"90.0";"";"96.0";"";"93.0";"";"92.0";"";"82.0";"";"58.0";"";"53.0";"";"80.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"EUREKA/WSO CITY CA";"72594";"00042910";"1961-1990";"";"Percent of Possible";"*";"47.0";"";"48.0";"";"56.0";"";"63.0";"";"63.0";"";"62.0";"";"60.0";"";"55.0";"";"59.0";"";"51.0";"";"44.0";"";"44.0";"";"55.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"CONCORD MUNICIPAL AP, NH";"72605";"00271683";"1961-1990";"";"Percent of Possible";"*";"56.0";"";"58.0";"";"57.0";"";"56.0";"";"57.0";"";"60.0";"";"64.0";"";"61.0";"";"57.0";"";"54.0";"";"44.0";"";"48.0";"";"56.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"PORTLAND/INT'L JETPORT ME";"72606";"00176905";"1961-1990";"";"Percent of Possible";"*";"57.0";"";"59.0";"";"55.0";"";"53.0";"";"53.0";"";"56.0";"";"60.0";"";"62.0";"";"61.0";"";"57.0";"";"48.0";"";"51.0";"";"56.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"MOUNT WASHINGTON, NH";"72613";"00275639";"1961-1990";"";"Percent of Possible";"*";"32.0";"";"36.0";"";"34.0";"";"35.0";"";"37.0";"";"33.0";"";"31.0";"";"30.0";"";"34.0";"";"37.0";"";"29.0";"";"30.0";"";"33.0";"";"-9999.9";"1"
"UNITED STATES OF AMERICA";"NOME, AK";"70200";"00506496";"1961-1990";"";"Mean Number of Hours";"*";"62.2";"";"140.1";"";"205.0";"";"245.3";"";"290.3";"";"275.3";"";"250.3";"";"178.1";"";"153.6";"";"116.7";"";"66.4";"";"53.0";"";"2036.3";"";"2036.3";""
"UNITED STATES OF AMERICA";"ANCHORAGE/INTL, AK";"70273";"00500280";"1961-1990";"";"Mean Number of Hours";"*";"82.9";"";"120.5";"";"195.8";"";"235.3";"";"288.7";"";"274.7";"";"250.1";"";"203.9";"";"159.8";"";"117.1";"";"80.6";"";"51.8";"";"2061.2";"";"2061.2";""
"UNITED STATES OF AMERICA";"JUNEAU, AK";"70381";"00504100";"1961-1987";"";"Mean Number of Hours";"*";"80.9";"";"89.2";"";"137.3";"";"182.3";"";"231.7";"";"189.3";"";"182.9";"";"161.6";"";"109.6";"";"66.2";"";"58.5";"";"41.2";"";"1530.7";"";"1530.7";""
"UNITED STATES OF AMERICA";"BIRMINGHAM/WSFO AL";"72000";"00010829";"1961-1989";"";"Mean Number of Hours";"*";"149.8";"";"159.8";"";"219.1";"";"247.6";"";"282.6";"";"280.7";"";"264.3";"";"260.7";"";"223.8";"";"231.9";"";"166.3";"";"154.4";"";"2641.0";"";"2641.0";""
"UNITED STATES OF AMERICA";"FLAGSTAFF/PULLIAM AP, AZ";"72000";"00023010";"1973-1990";"";"Mean Number of Hours";"*";"231.7";"";"228.6";"";"286.3";"";"321.0";"";"369.5";"";"371.8";"";"324.2";"";"311.9";"";"298.5";"";"282.8";"";"229.3";"";"219.8";"";"3475.4";"";"3475.4";""
"UNITED STATES OF AMERICA";"LOS ANGELES/WBO CA";"72000";"00045115";"1961-1977";"";"Mean Number of Hours";"*";"225.3";"";"222.5";"";"267.0";"";"303.5";"";"276.2";"";"275.8";"";"364.1";"";"349.5";"";"278.5";"";"255.1";"";"217.3";"";"219.4";"";"3254.2";"";"3254.2";""
"UNITED STATES OF AMERICA";"SAN FRANCISCO/MISSION DOLORES,CA";"72000";"00047772";"1961-1974";"";"Mean Number of Hours";"*";"185.9";"";"207.7";"";"269.1";"";"309.3";"";"325.1";"";"311.4";"";"313.3";"";"287.4";"";"271.4";"";"247.1";"";"173.4";"";"160.6";"";"3061.7";"";"3061.7";""
"UNITED STATES OF AMERICA";"LAKELAND FL";"72000";"00084797";"1961-1978";"";"Mean Number of Hours";"*";"203.2";"";"209.4";"";"258.2";"";"302.1";"";"306.7";"";"255.8";"";"255.4";"";"248.9";"";"226.5";"";"239.9";"";"213.4";"";"203.5";"";"2923.0";"";"2923.0";""
"UNITED STATES OF AMERICA";"CAIRO/WSO CITY IL";"72000";"00111166";"1961-1987";"";"Mean Number of Hours";"*";"144.4";"";"150.5";"";"198.0";"";"238.8";"";"277.8";"";"307.4";"";"318.9";"";"300.8";"";"242.4";"";"216.9";"";"139.3";"";"125.4";"";"2660.6";"";"2660.6";""
"UNITED STATES OF AMERICA";"TRENTON/WSO CITY NJ";"72000";"00288883";"1961-1981";"";"Mean Number of Hours";"*";"163.1";"";"169.7";"";"207.4";"";"227.2";"";"248.1";"";"262.8";"";"269.2";"";"252.5";"";"215.0";"";"201.5";"";"149.3";"";"140.1";"";"2505.9";"";"2505.9";""
"UNITED STATES OF AMERICA";"NEW YORK CENTRAL PARK, NY";"72000";"00305801";"1961-1990";"";"Mean Number of Hours";"*";"162.7";"";"163.1";"";"212.5";"";"225.6";"";"256.6";"";"257.3";"";"268.2";"";"268.2";"";"219.3";"";"211.2";"";"151.0";"";"139.0";"";"2534.7";"";"2534.7";""
"UNITED STATES OF AMERICA";"WILMINGTON WSO AP, NC";"72000";"00319457";"1961-1990";"";"Mean Number of Hours";"*";"181.5";"";"182.1";"";"238.0";"";"276.3";"";"285.3";"";"280.1";"";"280.7";"";"254.3";"";"230.0";"";"229.3";"";"197.4";"";"181.1";"";"2816.1";"";"2816.1";""
"UNITED STATES OF AMERICA";"HARRISBURG/CAPITAL CI AP PA";"72000";"00363699";"1961-1990";"";"Mean Number of Hours";"*";"154.9";"";"167.2";"";"213.8";"";"235.7";"";"266.7";"";"288.5";"";"310.1";"";"285.4";"";"226.7";"";"199.2";"";"139.6";"";"126.0";"";"2613.8";"";"2613.8";""
"UNITED STATES OF AMERICA";"PITTSBURGH/WSO CITY PA";"72000";"00366997";"1961-1979";"";"Mean Number of Hours";"*";"88.1";"";"108.9";"";"156.1";"";"183.2";"";"220.0";"";"240.8";"";"247.0";"";"222.2";"";"193.1";"";"162.6";"";"85.6";"";"63.6";"";"1971.2";"";"1971.2";""
"UNITED STATES OF AMERICA";"MILFORD/WSMO UT";"72000";"00425654";"1973-1989";"";"Mean Number of Hours";"*";"177.6";"";"199.5";"";"232.9";"";"277.0";"";"324.3";"";"366.8";"";"352.1";"";"334.6";"";"301.8";"";"267.4";"";"196.9";"";"183.0";"";"3213.9";"";"3213.9";""
"UNITED STATES OF AMERICA";"PARKERSBURG/WSO WV";"72000";"00466859";"1961-1982";"";"Mean Number of Hours";"*";"115.5";"";"131.0";"";"182.3";"";"208.1";"";"248.0";"";"257.3";"";"255.0";"";"245.2";"";"212.5";"";"193.9";"";"117.1";"";"93.4";"";"2259.3";"";"2259.3";""
"UNITED STATES OF AMERICA";"KEY WEST/INTL, FL";"72201";"00084570";"1961-1990";"";"Mean Number of Hours";"*";"249.6";"";"245.4";"";"308.8";"";"324.6";"";"340.3";"";"314.0";"";"325.2";"";"306.6";"";"269.6";"";"254.7";"";"230.9";"";"234.5";"";"3404.2";"";"3404.2";""
"UNITED STATES OF AMERICA";"MIAMI, FL";"72202";"00085663";"1961-1990";"";"Mean Number of Hours";"*";"219.8";"";"216.9";"";"277.2";"";"293.8";"";"301.3";"";"288.7";"";"308.7";"";"288.3";"";"262.2";"";"260.2";"";"220.8";"";"216.1";"";"3154.0";"";"3154.0";""
"UNITED STATES OF AMERICA";"JACKSONVILLE/WSO AP FL";"72206";"00084358";"1961-1990";"";"Mean Number of Hours";"*";"189.4";"";"193.8";"";"257.9";"";"286.4";"";"303.9";"";"283.6";"";"282.0";"";"262.4";"";"228.2";"";"214.6";"";"193.9";"";"183.6";"";"2879.7";"";"2879.7";""
"UNITED STATES OF AMERICA";"SAVANNAH/MUNICIPAL, GA";"72207";"00097847";"1961-1990";"";"Mean Number of Hours";"*";"175.5";"";"181.0";"";"232.0";"";"275.6";"";"288.9";"";"276.0";"";"271.3";"";"245.8";"";"214.3";"";"228.6";"";"193.5";"";"174.2";"";"2756.7";"";"2756.7";""
"UNITED STATES OF AMERICA";"CHARLESTON/MUNICIPAL, SC";"72208";"00381544";"1961-1990";"";"Mean Number of Hours";"*";"179.3";"";"186.7";"";"243.9";"";"275.1";"";"294.8";"";"279.5";"";"287.8";"";"256.7";"";"219.7";"";"224.5";"";"189.5";"";"171.3";"";"2808.8";"";"2808.8";""
"UNITED STATES OF AMERICA";"TAMPA/INT'L ARPT FL";"72211";"00088788";"1961-1990";"";"Mean Number of Hours";"*";"199.9";"";"202.7";"";"267.5";"";"299.1";"";"314.5";"";"277.8";"";"265.3";"";"249.5";"";"223.0";"";"233.9";"";"201.7";"";"191.6";"";"2926.5";"";"2926.5";""
"UNITED STATES OF AMERICA";"MACON/LEWIS B WILSON ARPT GA";"72217";"00095443";"1961-1990";"";"Mean Number of Hours";"*";"179.5";"";"192.2";"";"250.8";"";"283.2";"";"315.3";"";"300.0";"";"293.9";"";"288.0";"";"247.4";"";"253.7";"";"200.2";"";"182.2";"";"2986.4";"";"2986.4";""
"UNITED STATES OF AMERICA";"ATLANTA/HARTSFIELD INTL AP GA";"72219";"00090451";"1961-1990";"";"Mean Number of Hours";"*";"164.0";"";"171.7";"";"220.5";"";"261.2";"";"288.6";"";"284.8";"";"273.8";"";"258.6";"";"227.5";"";"238.5";"";"185.1";"";"164.0";"";"2738.3";"";"2738.3";""
"UNITED STATES OF AMERICA";"APALACHICOLA/MUNICIPAL, FL";"72220";"00080211";"1961-1990";"";"Mean Number of Hours";"*";"187.7";"";"188.1";"";"250.8";"";"296.8";"";"327.9";"";"304.8";"";"278.6";"";"262.6";"";"251.8";"";"261.2";"";"212.8";"";"187.8";"";"3010.9";"";"3010.9";""
"UNITED STATES OF AMERICA";"MONTGOMERY AL";"72226";"00015550";"1961-1990";"";"Mean Number of Hours";"*";"153.1";"";"166.0";"";"219.4";"";"250.8";"";"267.4";"";"261.8";"";"262.1";"";"251.9";"";"226.4";"";"228.3";"";"171.4";"";"153.1";"";"2611.7";"";"2611.7";""
"UNITED STATES OF AMERICA";"NEW ORLEANS, LA";"72231";"00166660";"1961-1990";"";"Mean Number of Hours";"*";"153.0";"";"161.5";"";"219.4";"";"251.9";"";"278.9";"";"274.3";"";"257.1";"";"251.9";"";"228.7";"";"242.6";"";"171.8";"";"157.8";"";"2648.9";"";"2648.9";""
"UNITED STATES OF AMERICA";"JACKSON/THOMPSON FIELD MS";"72235";"00224472";"1961-1990";"";"Mean Number of Hours";"*";"154.5";"";"165.3";"";"223.5";"";"251.1";"";"276.2";"";"298.5";"";"283.4";"";"273.1";"";"232.7";"";"235.2";"";"174.0";"";"152.1";"";"2719.6";"";"2719.6";""
"UNITED STATES OF AMERICA";"PORT ARTHUR, TX";"72241";"00417174";"1961-1987";"";"Mean Number of Hours";"*";"135.5";"";"168.5";"";"188.1";"";"203.2";"";"262.9";"";"284.6";"";"281.7";"";"258.6";"";"231.9";"";"241.3";"";"184.8";"";"148.9";"";"2590.0";"";"2590.0";""
"UNITED STATES OF AMERICA";"GALVESTON, TX";"72242";"00413430";"1961-1990";"";"Mean Number of Hours";"*";"145.0";"";"163.4";"";"209.0";"";"225.5";"";"265.7";"";"298.5";"";"309.0";"";"280.4";"";"237.9";"";"237.2";"";"176.9";"";"150.5";"";"2699.0";"";"2699.0";""
"UNITED STATES OF AMERICA";"HOUSTON/INTERCONTINENTAL, TX";"72243";"00414300";"1961-1990";"";"Mean Number of Hours";"*";"143.4";"";"155.0";"";"192.5";"";"209.8";"";"249.2";"";"281.3";"";"293.9";"";"270.5";"";"236.5";"";"228.8";"";"168.3";"";"148.7";"";"2577.9";"";"2577.9";""
"UNITED STATES OF AMERICA";"SHREVEPORT/WSO AP LA";"72248";"00168440";"1961-1990";"";"Mean Number of Hours";"*";"158.3";"";"172.8";"";"213.1";"";"231.2";"";"267.1";"";"297.9";"";"317.9";"";"300.7";"";"249.8";"";"235.8";"";"176.8";"";"158.4";"";"2779.8";"";"2779.8";""
"UNITED STATES OF AMERICA";"BROWNSVILLE/INTL, TX";"72250";"00411136";"1961-1990";"";"Mean Number of Hours";"*";"130.6";"";"151.3";"";"206.8";"";"232.7";"";"266.4";"";"306.5";"";"334.4";"";"306.4";"";"252.0";"";"228.3";"";"166.2";"";"130.7";"";"2712.3";"";"2712.3";""
"UNITED STATES OF AMERICA";"CORPUS CHRISTI/INTL, TX";"72251";"00412015";"1961-1990";"";"Mean Number of Hours";"*";"140.2";"";"155.7";"";"198.1";"";"208.4";"";"234.1";"";"290.4";"";"328.1";"";"299.7";"";"244.2";"";"231.9";"";"170.4";"";"135.1";"";"2636.3";"";"2636.3";""
"UNITED STATES OF AMERICA";"SAN ANTONIO/INTL, TX";"72253";"00417945";"1961-1990";"";"Mean Number of Hours";"*";"159.4";"";"169.7";"";"215.5";"";"209.7";"";"221.8";"";"275.9";"";"308.8";"";"293.9";"";"234.9";"";"218.0";"";"171.9";"";"149.7";"";"2629.2";"";"2629.2";""
